cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
66,338,56,66,56,2,6,False,True
66,357,56,66,56,2,6,False,True
66,370,56,66,56,2,6,False,True
66,381,56,66,56,2,6,False,True
66,388,56,66,56,2,6,False,True
66,398,56,66,56,2,6,False,True
88,435,56,88,56,2,12,True,False
88,459,56,88,56,2,12,True,False
88,466,56,88,56,2,12,True,False
88,474,56,88,56,2,12,True,False
88,480,56,88,56,2,12,True,False
88,486,56,88,56,2,12,True,False
88,491,56,88,56,2,12,True,False
88,498,56,88,56,2,12,True,False
88,528,56,88,56,2,12,True,False
88,540,56,88,56,2,12,True,False
88,548,56,88,56,2,12,True,False
88,558,56,88,56,2,12,True,False
