cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
22,74,18,22,18,1,12,False,False
22,86,18,22,18,1,12,False,False
22,109,18,22,18,1,12,False,False
22,119,18,22,18,1,12,False,False
22,131,18,22,18,1,12,False,False
22,143,18,22,18,1,12,False,False
22,160,18,22,18,1,12,False,False
22,169,18,22,18,1,12,False,False
22,180,18,22,18,1,12,False,False
22,191,18,22,18,1,12,False,False
22,206,18,22,18,1,12,False,False
22,224,18,22,18,1,12,False,False
