cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
83,428,72,83,72,2,7,False,True
83,438,72,83,72,2,7,False,True
83,452,72,83,72,2,7,False,True
83,462,72,83,72,2,7,False,True
83,469,72,83,72,2,7,False,True
83,476,72,83,72,2,7,False,True
83,482,72,83,72,2,7,False,True
94,509,72,94,72,2,5,True,False
94,530,72,94,72,2,5,True,False
94,543,72,94,72,2,5,True,False
94,554,72,94,72,2,5,True,False
94,564,72,94,72,2,5,True,False
