cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
8,9,8,8,8,2,4,False,True
8,23,8,8,8,2,4,False,True
8,35,8,8,8,2,4,False,True
8,46,8,8,8,2,4,False,True
23,94,8,23,8,2,11,True,False
23,105,8,23,8,2,11,True,False
23,114,8,23,8,2,11,True,False
23,141,8,23,8,2,11,True,False
23,165,8,23,8,2,11,True,False
23,188,8,23,8,2,11,True,False
23,202,8,23,8,2,11,True,False
23,216,8,23,8,2,11,True,False
23,239,8,23,8,2,11,True,False
23,251,8,23,8,2,11,True,False
23,262,8,23,8,2,11,True,False
