frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,y,x,latitude,longitude,cell,time_cell
1,1,261.53876461972544,625.1824405318296,11439,0.5,1,2019-11-01 02:00:00,2019-11-01 02:00:00,261.53876461972544,625.1824405318296,46.067441226316845,14.74922003317439,1,0 days 00:00:00
2,2,44.44436177928908,368.781978295452,9676,0.5,2,2019-11-01 03:00:00,2019-11-01 03:00:00,44.44436177928908,368.781978295452,44.76636175723889,13.211586076734346,2,0 days 00:00:00
2,3,244.5786554134601,632.9327209323693,13479,0.5,3,2019-11-01 03:00:00,2019-11-01 03:00:00,244.5786554134601,632.9327209323693,45.965796736210805,14.795698476356037,1,0 days 01:00:00
3,2,165.71952991570495,535.1854570958765,92723,0.5,4,2019-11-01 04:00:00,2019-11-01 04:00:00,165.71952991570495,535.1854570958765,45.493182114220836,14.209507988580969,3,0 days 00:00:00
4,1,67.04510090451625,26.9502911549463,7474,0.5,5,2019-11-01 05:00:00,2019-11-01 05:00:00,67.04510090451625,26.9502911549463,44.901811392407204,11.161620936461446,4,0 days 00:00:00
4,2,183.49532432418593,556.082377663493,84793,0.5,6,2019-11-01 05:00:00,2019-11-01 05:00:00,183.49532432418593,556.082377663493,45.59971512865521,14.33482685255468,3,0 days 01:00:00
5,1,99.93979815524699,109.78065965180663,43719,0.5,7,2019-11-01 06:00:00,2019-11-01 06:00:00,99.93979815524699,109.78065965180663,45.09895426976603,11.658354780520579,4,0 days 01:00:00
5,2,185.53146483178722,590.2519197010721,58220,0.5,8,2019-11-01 06:00:00,2019-11-01 06:00:00,185.53146483178722,590.2519197010721,45.61191802553297,14.53974164738274,3,0 days 02:00:00
6,1,25.38748867211627,392.57930672940734,7746,0.5,9,2019-11-01 07:00:00,2019-11-01 07:00:00,25.38748867211627,392.57930672940734,44.652151045123986,13.35429869103093,5,0 days 00:00:00
6,2,124.07857303358858,623.8164373990124,19875,0.5,10,2019-11-01 07:00:00,2019-11-01 07:00:00,124.07857303358858,623.8164373990124,45.24362158496158,14.741028110338904,3,0 days 03:00:00
7,1,96.4226815603477,529.903535226405,49828,0.5,11,2019-11-01 08:00:00,2019-11-01 08:00:00,96.4226815603477,529.903535226405,45.077875660036334,14.177832295210823,6,0 days 00:00:00
8,1,125.49610624927728,563.2960191135036,47149,0.5,12,2019-11-01 09:00:00,2019-11-01 09:00:00,125.49610624927728,563.2960191135036,45.25211707512409,14.378087071145448,6,0 days 01:00:00
9,1,161.50776049774845,654.482121054921,5188,0.5,13,2019-11-01 10:00:00,2019-11-01 10:00:00,161.50776049774845,654.482121054921,45.46794034544884,14.924930261198927,6,0 days 02:00:00
44,3,93.33920903176796,135.7100226622861,3561,0.5,14,2019-11-02 21:00:00,2019-11-02 21:00:00,93.33920903176796,135.7100226622861,45.0593959445397,11.813853209369032,7,0 days 00:00:00
