cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
7,14,7,7,7,1,19,False,False
7,19,7,7,7,1,19,False,False
7,24,7,7,7,1,19,False,False
7,26,7,7,7,1,19,False,False
7,30,7,7,7,1,19,False,False
7,34,7,7,7,1,19,False,False
7,37,7,7,7,1,19,False,False
7,41,7,7,7,1,19,False,False
7,44,7,7,7,1,19,False,False
7,48,7,7,7,1,19,False,False
7,51,7,7,7,1,19,False,False
7,55,7,7,7,1,19,False,False
7,71,7,7,7,1,19,False,False
7,75,7,7,7,1,19,False,False
7,83,7,7,7,1,19,False,False
7,89,7,7,7,1,19,False,False
7,96,7,7,7,1,19,False,False
7,110,7,7,7,1,19,False,False
7,117,7,7,7,1,19,False,False
