cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
23,90,22,23,22,1,19,False,False
23,98,22,23,22,1,19,False,False
23,107,22,23,22,1,19,False,False
23,111,22,23,22,1,19,False,False
23,114,22,23,22,1,19,False,False
23,118,22,23,22,1,19,False,False
23,121,22,23,22,1,19,False,False
23,127,22,23,22,1,19,False,False
23,129,22,23,22,1,19,False,False
23,133,22,23,22,1,19,False,False
23,135,22,23,22,1,19,False,False
23,137,22,23,22,1,19,False,False
23,139,22,23,22,1,19,False,False
23,144,22,23,22,1,19,False,False
23,145,22,23,22,1,19,False,False
23,153,22,23,22,1,19,False,False
23,158,22,23,22,1,19,False,False
23,175,22,23,22,1,19,False,False
23,184,22,23,22,1,19,False,False
