cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
3,3,3,3,3,2,25,True,False
3,8,3,3,3,2,25,True,False
3,13,3,3,3,2,25,True,False
3,21,3,3,3,2,25,True,False
3,26,3,3,3,2,25,True,False
3,30,3,3,3,2,25,True,False
3,36,3,3,3,2,25,True,False
3,42,3,3,3,2,25,True,False
3,49,3,3,3,2,25,True,False
3,53,3,3,3,2,25,True,False
3,58,3,3,3,2,25,True,False
3,61,3,3,3,2,25,True,False
3,67,3,3,3,2,25,True,False
3,72,3,3,3,2,25,True,False
3,77,3,3,3,2,25,True,False
3,81,3,3,3,2,25,True,False
3,84,3,3,3,2,25,True,False
3,86,3,3,3,2,25,True,False
3,90,3,3,3,2,25,True,False
3,95,3,3,3,2,25,True,False
3,101,3,3,3,2,25,True,False
3,105,3,3,3,2,25,True,False
3,107,3,3,3,2,25,True,False
3,110,3,3,3,2,25,True,False
3,114,3,3,3,2,25,True,False
5,5,3,5,3,2,5,False,True
5,9,3,5,3,2,5,False,True
5,14,3,5,3,2,5,False,True
5,22,3,5,3,2,5,False,True
5,27,3,5,3,2,5,False,True
