cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
5,15,5,5,5,1,13,False,False
5,19,5,5,5,1,13,False,False
5,20,5,5,5,1,13,False,False
5,23,5,5,5,1,13,False,False
5,31,5,5,5,1,13,False,False
5,36,5,5,5,1,13,False,False
5,37,5,5,5,1,13,False,False
5,38,5,5,5,1,13,False,False
5,41,5,5,5,1,13,False,False
5,43,5,5,5,1,13,False,False
5,45,5,5,5,1,13,False,False
5,48,5,5,5,1,13,False,False
5,52,5,5,5,1,13,False,False
