cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
9,9,9,9,9,1,14,False,False
9,18,9,9,9,1,14,False,False
9,26,9,9,9,1,14,False,False
9,35,9,9,9,1,14,False,False
9,45,9,9,9,1,14,False,False
9,52,9,9,9,1,14,False,False
9,58,9,9,9,1,14,False,False
9,64,9,9,9,1,14,False,False
9,67,9,9,9,1,14,False,False
9,70,9,9,9,1,14,False,False
9,73,9,9,9,1,14,False,False
9,75,9,9,9,1,14,False,False
9,83,9,9,9,1,14,False,False
9,92,9,9,9,1,14,False,False
