cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
62,311,59,62,59,1,11,False,False
62,320,59,62,59,1,11,False,False
62,327,59,62,59,1,11,False,False
62,346,59,62,59,1,11,False,False
62,353,59,62,59,1,11,False,False
62,359,59,62,59,1,11,False,False
62,367,59,62,59,1,11,False,False
62,380,59,62,59,1,11,False,False
62,406,59,62,59,1,11,False,False
62,424,59,62,59,1,11,False,False
62,433,59,62,59,1,11,False,False
