cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
9,15,9,9,9,1,33,False,False
9,19,9,9,9,1,33,False,False
9,20,9,9,9,1,33,False,False
9,23,9,9,9,1,33,False,False
9,29,9,9,9,1,33,False,False
9,35,9,9,9,1,33,False,False
9,38,9,9,9,1,33,False,False
9,39,9,9,9,1,33,False,False
9,40,9,9,9,1,33,False,False
9,41,9,9,9,1,33,False,False
9,43,9,9,9,1,33,False,False
9,46,9,9,9,1,33,False,False
9,47,9,9,9,1,33,False,False
9,49,9,9,9,1,33,False,False
9,52,9,9,9,1,33,False,False
9,56,9,9,9,1,33,False,False
9,58,9,9,9,1,33,False,False
9,60,9,9,9,1,33,False,False
9,61,9,9,9,1,33,False,False
9,62,9,9,9,1,33,False,False
9,63,9,9,9,1,33,False,False
9,64,9,9,9,1,33,False,False
9,65,9,9,9,1,33,False,False
9,66,9,9,9,1,33,False,False
9,68,9,9,9,1,33,False,False
9,69,9,9,9,1,33,False,False
9,71,9,9,9,1,33,False,False
9,72,9,9,9,1,33,False,False
9,73,9,9,9,1,33,False,False
9,77,9,9,9,1,33,False,False
9,80,9,9,9,1,33,False,False
9,82,9,9,9,1,33,False,False
9,83,9,9,9,1,33,False,False
