cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
33,164,31,33,31,1,15,False,False
33,173,31,33,31,1,15,False,False
33,181,31,33,31,1,15,False,False
33,192,31,33,31,1,15,False,False
33,199,31,33,31,1,15,False,False
33,208,31,33,31,1,15,False,False
33,216,31,33,31,1,15,False,False
33,221,31,33,31,1,15,False,False
33,224,31,33,31,1,15,False,False
33,229,31,33,31,1,15,False,False
33,235,31,33,31,1,15,False,False
33,242,31,33,31,1,15,False,False
33,247,31,33,31,1,15,False,False
33,251,31,33,31,1,15,False,False
33,257,31,33,31,1,15,False,False
