cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
5,5,5,5,5,1,13,False,False
5,12,5,5,5,1,13,False,False
5,18,5,5,5,1,13,False,False
5,25,5,5,5,1,13,False,False
5,30,5,5,5,1,13,False,False
5,34,5,5,5,1,13,False,False
5,35,5,5,5,1,13,False,False
5,37,5,5,5,1,13,False,False
5,40,5,5,5,1,13,False,False
5,45,5,5,5,1,13,False,False
5,50,5,5,5,1,13,False,False
5,54,5,5,5,1,13,False,False
5,59,5,5,5,1,13,False,False
