cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
17,60,15,17,15,1,42,False,False
17,66,15,17,15,1,42,False,False
17,76,15,17,15,1,42,False,False
17,83,15,17,15,1,42,False,False
17,91,15,17,15,1,42,False,False
17,103,15,17,15,1,42,False,False
17,115,15,17,15,1,42,False,False
17,127,15,17,15,1,42,False,False
17,143,15,17,15,1,42,False,False
17,150,15,17,15,1,42,False,False
17,159,15,17,15,1,42,False,False
17,170,15,17,15,1,42,False,False
17,179,15,17,15,1,42,False,False
17,188,15,17,15,1,42,False,False
17,196,15,17,15,1,42,False,False
17,204,15,17,15,1,42,False,False
17,212,15,17,15,1,42,False,False
17,217,15,17,15,1,42,False,False
17,222,15,17,15,1,42,False,False
17,225,15,17,15,1,42,False,False
17,230,15,17,15,1,42,False,False
17,234,15,17,15,1,42,False,False
17,241,15,17,15,1,42,False,False
17,248,15,17,15,1,42,False,False
17,252,15,17,15,1,42,False,False
17,259,15,17,15,1,42,False,False
17,264,15,17,15,1,42,False,False
17,268,15,17,15,1,42,False,False
17,272,15,17,15,1,42,False,False
17,274,15,17,15,1,42,False,False
17,278,15,17,15,1,42,False,False
17,281,15,17,15,1,42,False,False
17,283,15,17,15,1,42,False,False
17,287,15,17,15,1,42,False,False
17,290,15,17,15,1,42,False,False
17,293,15,17,15,1,42,False,False
17,295,15,17,15,1,42,False,False
17,298,15,17,15,1,42,False,False
17,299,15,17,15,1,42,False,False
17,304,15,17,15,1,42,False,False
17,310,15,17,15,1,42,False,False
17,315,15,17,15,1,42,False,False
