cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
7,7,7,7,7,1,19,False,False
7,12,7,7,7,1,19,False,False
7,19,7,7,7,1,19,False,False
7,33,7,7,7,1,19,False,False
7,40,7,7,7,1,19,False,False
7,49,7,7,7,1,19,False,False
7,60,7,7,7,1,19,False,False
7,65,7,7,7,1,19,False,False
7,70,7,7,7,1,19,False,False
7,73,7,7,7,1,19,False,False
7,77,7,7,7,1,19,False,False
7,84,7,7,7,1,19,False,False
7,95,7,7,7,1,19,False,False
7,108,7,7,7,1,19,False,False
7,121,7,7,7,1,19,False,False
7,137,7,7,7,1,19,False,False
7,155,7,7,7,1,19,False,False
7,171,7,7,7,1,19,False,False
7,184,7,7,7,1,19,False,False
