cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
22,91,18,22,18,1,21,False,False
22,114,18,22,18,1,21,False,False
22,128,18,22,18,1,21,False,False
22,145,18,22,18,1,21,False,False
22,163,18,22,18,1,21,False,False
22,177,18,22,18,1,21,False,False
22,201,18,22,18,1,21,False,False
22,219,18,22,18,1,21,False,False
22,235,18,22,18,1,21,False,False
22,249,18,22,18,1,21,False,False
22,257,18,22,18,1,21,False,False
22,270,18,22,18,1,21,False,False
22,282,18,22,18,1,21,False,False
22,294,18,22,18,1,21,False,False
22,306,18,22,18,1,21,False,False
22,311,18,22,18,1,21,False,False
22,320,18,22,18,1,21,False,False
22,328,18,22,18,1,21,False,False
22,339,18,22,18,1,21,False,False
22,344,18,22,18,1,21,False,False
22,353,18,22,18,1,21,False,False
