cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
14,47,11,14,11,1,21,False,False
14,58,11,14,11,1,21,False,False
14,64,11,14,11,1,21,False,False
14,69,11,14,11,1,21,False,False
14,72,11,14,11,1,21,False,False
14,76,11,14,11,1,21,False,False
14,79,11,14,11,1,21,False,False
14,83,11,14,11,1,21,False,False
14,94,11,14,11,1,21,False,False
14,107,11,14,11,1,21,False,False
14,120,11,14,11,1,21,False,False
14,135,11,14,11,1,21,False,False
14,154,11,14,11,1,21,False,False
14,170,11,14,11,1,21,False,False
14,194,11,14,11,1,21,False,False
14,210,11,14,11,1,21,False,False
14,226,11,14,11,1,21,False,False
14,241,11,14,11,1,21,False,False
14,254,11,14,11,1,21,False,False
14,267,11,14,11,1,21,False,False
14,279,11,14,11,1,21,False,False
