cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
26,98,22,26,22,2,11,False,True
26,110,22,26,22,2,11,False,True
26,124,22,26,22,2,11,False,True
26,142,22,26,22,2,11,False,True
26,160,22,26,22,2,11,False,True
26,174,22,26,22,2,11,False,True
26,196,22,26,22,2,11,False,True
26,213,22,26,22,2,11,False,True
26,230,22,26,22,2,11,False,True
26,243,22,26,22,2,11,False,True
26,258,22,26,22,2,11,False,True
42,276,22,42,22,2,9,True,False
42,289,22,42,22,2,9,True,False
42,301,22,42,22,2,9,True,False
42,315,22,42,22,2,9,True,False
42,324,22,42,22,2,9,True,False
42,352,22,42,22,2,9,True,False
42,369,22,42,22,2,9,True,False
42,374,22,42,22,2,9,True,False
42,379,22,42,22,2,9,True,False
