cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
16,49,16,16,16,1,21,False,False
16,60,16,16,16,1,21,False,False
16,64,16,16,16,1,21,False,False
16,69,16,16,16,1,21,False,False
16,72,16,16,16,1,21,False,False
16,76,16,16,16,1,21,False,False
16,79,16,16,16,1,21,False,False
16,81,16,16,16,1,21,False,False
16,88,16,16,16,1,21,False,False
16,97,16,16,16,1,21,False,False
16,109,16,16,16,1,21,False,False
16,119,16,16,16,1,21,False,False
16,135,16,16,16,1,21,False,False
16,149,16,16,16,1,21,False,False
16,178,16,16,16,1,21,False,False
16,193,16,16,16,1,21,False,False
16,213,16,16,16,1,21,False,False
16,234,16,16,16,1,21,False,False
16,251,16,16,16,1,21,False,False
16,266,16,16,16,1,21,False,False
16,277,16,16,16,1,21,False,False
