cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
24,86,21,24,21,1,22,False,False
24,92,21,24,21,1,22,False,False
24,102,21,24,21,1,22,False,False
24,114,21,24,21,1,22,False,False
24,130,21,24,21,1,22,False,False
24,140,21,24,21,1,22,False,False
24,155,21,24,21,1,22,False,False
24,199,21,24,21,1,22,False,False
24,220,21,24,21,1,22,False,False
24,239,21,24,21,1,22,False,False
24,256,21,24,21,1,22,False,False
24,269,21,24,21,1,22,False,False
24,280,21,24,21,1,22,False,False
24,290,21,24,21,1,22,False,False
24,300,21,24,21,1,22,False,False
24,309,21,24,21,1,22,False,False
24,319,21,24,21,1,22,False,False
24,329,21,24,21,1,22,False,False
24,339,21,24,21,1,22,False,False
24,374,21,24,21,1,22,False,False
24,386,21,24,21,1,22,False,False
24,396,21,24,21,1,22,False,False
