cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
3,3,3,3,3,2,25,True,False
3,9,3,3,3,2,25,True,False
3,14,3,3,3,2,25,True,False
3,22,3,3,3,2,25,True,False
3,27,3,3,3,2,25,True,False
3,31,3,3,3,2,25,True,False
3,36,3,3,3,2,25,True,False
3,43,3,3,3,2,25,True,False
3,51,3,3,3,2,25,True,False
3,55,3,3,3,2,25,True,False
3,60,3,3,3,2,25,True,False
3,63,3,3,3,2,25,True,False
3,68,3,3,3,2,25,True,False
3,73,3,3,3,2,25,True,False
3,77,3,3,3,2,25,True,False
3,82,3,3,3,2,25,True,False
3,85,3,3,3,2,25,True,False
3,87,3,3,3,2,25,True,False
3,91,3,3,3,2,25,True,False
3,96,3,3,3,2,25,True,False
3,102,3,3,3,2,25,True,False
3,105,3,3,3,2,25,True,False
3,107,3,3,3,2,25,True,False
3,110,3,3,3,2,25,True,False
3,113,3,3,3,2,25,True,False
5,5,3,5,3,2,5,False,True
5,10,3,5,3,2,5,False,True
5,16,3,5,3,2,5,False,True
5,23,3,5,3,2,5,False,True
5,28,3,5,3,2,5,False,True
