cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
1,1,1,1,1,1,24,False,False
1,6,1,1,1,1,24,False,False
1,13,1,1,1,1,24,False,False
1,20,1,1,1,1,24,False,False
1,25,1,1,1,1,24,False,False
1,29,1,1,1,1,24,False,False
1,34,1,1,1,1,24,False,False
1,40,1,1,1,1,24,False,False
1,47,1,1,1,1,24,False,False
1,65,1,1,1,1,24,False,False
1,70,1,1,1,1,24,False,False
1,75,1,1,1,1,24,False,False
1,81,1,1,1,1,24,False,False
1,83,1,1,1,1,24,False,False
1,86,1,1,1,1,24,False,False
1,89,1,1,1,1,24,False,False
1,94,1,1,1,1,24,False,False
1,100,1,1,1,1,24,False,False
1,104,1,1,1,1,24,False,False
1,106,1,1,1,1,24,False,False
1,109,1,1,1,1,24,False,False
1,112,1,1,1,1,24,False,False
1,114,1,1,1,1,24,False,False
1,115,1,1,1,1,24,False,False
