vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,73,2326,44.521181,11.108828,19.977180,-57.89
1,303,2333,44.510383,11.453787,18.732096,-63.83
2,82,2161,44.767229,11.123243,20.737238,-50.69
3,314,2169,44.756377,11.469798,19.860374,-55.81
4,546,2177,44.744385,11.816203,20.258097,-63.84
5,777,2185,44.731254,12.162444,21.495186,-67.30
6,1009,2195,44.716986,12.508507,22.561359,-67.87
7,1240,2205,44.701581,12.854377,21.952625,-69.37
8,1471,2216,44.685040,13.200039,22.706856,-70.42
9,1702,2228,44.667364,13.545479,22.780910,-72.03
10,1933,2241,44.648555,13.890682,22.740080,-74.52
11,2164,2254,44.628614,14.235633,22.261652,-75.30
12,2395,2268,44.607542,14.580319,22.552071,-75.78
13,2625,2283,44.585341,14.924725,23.360464,-75.64
14,92,1997,45.013367,11.137794,20.998573,-44.74
15,325,2004,45.002461,11.485958,21.075644,-50.04
16,558,2012,44.990408,11.833971,20.573622,-55.87
17,790,2021,44.977212,12.181818,21.362608,-62.52
18,1023,2030,44.962872,12.529484,23.188890,-65.29
19,1255,2041,44.947389,12.876954,22.868202,-65.72
20,1488,2052,44.930765,13.224214,22.890835,-68.41
21,1720,2064,44.913001,13.571248,22.601515,-69.94
22,1952,2076,44.894098,13.918042,22.149559,-71.55
23,2183,2090,44.874057,14.264581,21.936081,-73.30
24,2415,2104,44.852880,14.610851,22.391979,-73.07
25,2646,2119,44.830567,14.956837,21.522158,-70.79
26,102,1832,45.259591,11.152480,21.947828,-39.68
27,336,1839,45.248630,11.502269,21.264688,-45.60
28,570,1847,45.236517,11.851905,21.083826,-50.24
29,803,1856,45.223254,12.201373,21.169254,-57.37
30,1037,1866,45.208842,12.550657,22.593235,-63.47
31,1271,1876,45.193282,12.899742,23.288176,-63.83
32,1504,1888,45.176574,13.248614,22.968065,-66.18
33,1737,1899,45.158721,13.597258,22.659027,-67.83
34,1970,1912,45.139723,13.945657,21.959234,-68.92
35,2203,1926,45.119581,14.293799,21.253366,-69.34
36,2436,1940,45.098298,14.641667,22.063015,-70.03
37,2668,1955,45.075874,14.989247,21.132362,-68.53
38,112,1667,45.505897,11.167304,21.871847,-36.10
39,347,1675,45.494880,11.518734,22.484627,-40.46
40,582,1683,45.482707,11.870008,20.726883,-46.03
41,817,1692,45.469377,12.221111,21.330208,-55.25
42,1051,1701,45.454893,12.572028,22.219887,-60.49
43,1286,1712,45.439254,12.922744,23.331682,-62.28
44,1520,1723,45.422463,13.273243,23.035120,-62.96
45,1755,1735,45.404520,13.623511,22.409214,-65.60
46,1989,1748,45.385426,13.973531,22.610739,-66.33
47,2223,1761,45.365184,14.323289,22.165583,-67.76
48,2456,1776,45.343794,14.672771,21.883358,-67.67
49,122,1502,45.752281,11.182268,22.544382,-33.94
50,358,1510,45.741208,11.535353,22.196259,-36.46
51,594,1518,45.728973,11.888281,20.959476,-43.28
52,830,1527,45.715577,12.241036,21.447008,-53.92
53,1066,1537,45.701019,12.593601,22.190989,-58.93
54,1301,1547,45.685302,12.945963,23.170053,-61.30
55,1537,1559,45.668426,13.298104,22.875538,-60.38
56,1772,1571,45.650393,13.650011,22.275152,-62.75
57,2008,1583,45.631204,14.001667,22.227371,-63.63
58,2243,1597,45.610859,14.353057,21.686008,-64.73
59,2477,1611,45.589362,14.704167,22.344254,-65.11
60,132,1338,45.998737,11.197374,22.545580,-31.29
61,369,1345,45.987609,11.552131,21.543112,-31.54
62,606,1353,45.975313,11.906728,21.627283,-38.88
63,843,1362,45.961848,12.261149,21.672949,-49.73
64,1080,1372,45.947218,12.615378,22.297388,-56.51
65,1317,1383,45.931421,12.969401,22.942181,-59.95
66,1554,1394,45.914461,13.323200,22.363543,-58.88
67,1790,1406,45.896337,13.676761,21.964376,-59.78
68,2027,1419,45.877051,14.030068,21.926447,-61.41
69,2263,1433,45.856604,14.383106,22.460068,-61.26
70,2499,1447,45.834999,14.735858,22.664368,-62.06
71,142,1173,46.245263,11.212625,22.376852,-29.27
72,381,1180,46.234079,11.569068,22.949133,-30.68
73,619,1189,46.221720,11.925350,21.818466,-33.91
74,857,1198,46.208188,12.281453,22.261480,-44.51
75,1095,1207,46.193484,12.637363,22.529684,-50.84
76,1333,1218,46.177608,12.993062,22.328764,-56.90
77,1571,1229,46.160561,13.348535,21.988739,-57.61
78,1808,1242,46.142346,13.703766,21.712938,-57.55
79,2046,1255,46.122963,14.058739,22.529287,-59.13
80,2283,1268,46.102414,14.413439,22.857677,-58.82
81,2520,1283,46.080699,14.767850,22.546234,-58.78
82,153,1008,46.491854,11.228021,22.870251,-27.33
83,392,1015,46.480614,11.586168,22.143154,-27.27
84,631,1024,46.468192,11.944151,22.366056,-31.07
85,871,1033,46.454592,12.301952,22.281273,-38.88
86,1110,1043,46.439813,12.659557,22.765957,-45.59
87,1349,1053,46.423857,13.016949,21.936832,-53.50
88,1588,1065,46.406725,13.374111,21.758308,-56.43
89,1827,1077,46.388418,13.731028,22.056986,-56.04
90,2065,1090,46.368937,14.087683,23.576515,-58.39
91,2303,1104,46.348284,14.444062,22.430634,-56.12
92,2542,1118,46.326460,14.800147,23.382467,-57.62
93,163,843,46.738506,11.243565,22.511919,-23.62
94,404,850,46.727208,11.603432,22.491241,-24.17
95,644,859,46.714724,11.963132,22.001429,-27.78
96,885,868,46.701055,12.322648,22.801918,-33.34
97,1125,878,46.686201,12.681965,21.860809,-41.39
98,1365,889,46.670165,13.041065,22.043392,-48.94
99,1605,900,46.652946,13.399932,21.722235,-54.15
100,1845,912,46.634546,13.758551,21.904346,-53.62
101,2085,926,46.614967,14.116905,22.906668,-56.32
102,2324,939,46.594210,14.474977,22.374453,-55.46
103,2563,954,46.572277,14.832752,22.218351,-55.30
104,173,678,46.985214,11.259260,22.715523,-19.82
105,415,685,46.973859,11.620863,22.261732,-21.60
106,657,694,46.961312,11.982297,22.390112,-25.92
107,899,703,46.947573,12.343544,22.863630,-31.20
108,1140,713,46.932645,12.704589,21.090380,-36.45
109,1381,724,46.916527,13.065414,21.482151,-48.20
110,1623,735,46.899221,13.426003,21.016169,-51.06
111,1864,748,46.880728,13.786340,21.366577,-52.73
112,2104,761,46.861050,14.146408,23.476887,-55.81
113,2345,775,46.840188,14.506190,23.386082,-54.14
114,2585,790,46.818144,14.865671,22.173735,-54.48
115,184,513,47.231974,11.275108,23.156763,-21.46
116,427,520,47.220561,11.638463,21.791470,-19.54
117,670,529,47.207951,12.001647,21.899910,-24.56
118,913,538,47.194142,12.364642,22.120016,-29.80
119,1155,548,47.179138,12.727432,20.628691,-34.86
120,1398,559,47.162939,13.089999,20.963976,-45.69
121,1640,571,47.145545,13.452326,21.026409,-51.14
122,1882,583,47.126959,13.814397,22.266338,-53.78
123,2124,596,47.107182,14.176196,23.356775,-55.28
124,2366,610,47.086214,14.537705,21.819159,-51.90
125,2608,625,47.064059,14.898907,21.498480,-53.12
126,195,348,47.478782,11.291110,22.220310,-20.81
127,439,355,47.467311,11.656236,21.614090,-18.17
128,683,364,47.454636,12.021187,21.645716,-25.26
129,927,373,47.440758,12.385947,20.237890,-26.99
130,1171,383,47.425678,12.750498,20.766563,-34.96
131,1414,394,47.409396,13.114823,19.867599,-45.75
132,1658,406,47.391914,13.478905,21.292635,-50.14
133,1901,418,47.373234,13.842728,21.159567,-52.49
