cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
47,285,45,47,45,1,17,False,False
47,293,45,47,45,1,17,False,False
47,298,45,47,45,1,17,False,False
47,302,45,47,45,1,17,False,False
47,307,45,47,45,1,17,False,False
47,311,45,47,45,1,17,False,False
47,315,45,47,45,1,17,False,False
47,319,45,47,45,1,17,False,False
47,322,45,47,45,1,17,False,False
47,324,45,47,45,1,17,False,False
47,325,45,47,45,1,17,False,False
47,327,45,47,45,1,17,False,False
47,328,45,47,45,1,17,False,False
47,332,45,47,45,1,17,False,False
47,338,45,47,45,1,17,False,False
47,346,45,47,45,1,17,False,False
47,355,45,47,45,1,17,False,False
