cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
14,40,12,14,12,1,22,False,False
14,55,12,14,12,1,22,False,False
14,62,12,14,12,1,22,False,False
14,72,12,14,12,1,22,False,False
14,81,12,14,12,1,22,False,False
14,94,12,14,12,1,22,False,False
14,106,12,14,12,1,22,False,False
14,119,12,14,12,1,22,False,False
14,153,12,14,12,1,22,False,False
14,163,12,14,12,1,22,False,False
14,175,12,14,12,1,22,False,False
14,185,12,14,12,1,22,False,False
14,194,12,14,12,1,22,False,False
14,200,12,14,12,1,22,False,False
14,207,12,14,12,1,22,False,False
14,216,12,14,12,1,22,False,False
14,224,12,14,12,1,22,False,False
14,230,12,14,12,1,22,False,False
14,235,12,14,12,1,22,False,False
14,240,12,14,12,1,22,False,False
14,270,12,14,12,1,22,False,False
14,282,12,14,12,1,22,False,False
