% format: hum_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,16).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,17,16).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,17).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,17).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,17,17).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,18).
hum_front_300_hPa(gorizia,trieste,2019,4,17,18).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,19).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,19).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,17,19).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,20).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,20).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,17,20).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,21).
hum_front_300_hPa(gorizia,trieste,2019,4,17,21).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,22).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,22).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,17,22).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,23).
hum_front_300_hPa(lignano_grado,trieste,2019,4,17,23).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,23).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,23).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,18,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,18,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,18,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,11).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,18,11).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,18,13).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,18,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,18,13).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,18,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,18,13).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,18,13).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,18,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,18,14).
hum_front_300_hPa(gorizia,trieste,2019,4,18,14).
hum_front_300_hPa(lignano_grado,trieste,2019,4,18,15).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,18,15).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,18,15).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,18,17).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,18,17).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,4).
hum_front_300_hPa(barcis,pordenone,2019,4,19,4).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,4).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,5).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,19,5).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,19,5).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,19,5).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,19,5).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,6).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,19,6).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,19,6).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,19,6).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,6).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,7).
hum_front_300_hPa(barcis,pordenone,2019,4,19,7).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,19,7).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,19,7).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,19,7).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,19,8).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,19,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,11).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,11).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,19,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,11).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,19,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,18).
hum_front_300_hPa(barcis,pordenone,2019,4,19,18).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,18).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,19).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,19).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,19).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,19).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,19).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,20).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,19,20).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,20).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,20).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,20).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,21).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,21).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,19,21).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,19,21).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,21).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,19,22).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,19,22).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,19,22).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,19,22).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,19,22).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,2).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,2).
hum_front_300_hPa(barcis,pordenone,2019,4,20,2).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,2).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,20,2).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,3).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,3).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,3).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,3).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,3).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,4).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,4).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,4).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,20,4).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,4).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,5).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,5).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,5).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,5).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,5).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,6).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,6).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,6).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,6).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,6).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,7).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,7).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,7).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,7).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,7).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,8).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,8).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,8).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,9).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,9).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,10).
hum_front_300_hPa(lignano_grado,trieste,2019,4,20,10).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,20,10).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,20,10).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,11).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,11).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,12).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,12).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,12).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,12).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,12).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,13).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,13).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,13).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,13).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,20,14).
hum_front_300_hPa(gorizia,trieste,2019,4,20,14).
hum_front_300_hPa(lignano_grado,trieste,2019,4,20,15).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,20,15).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,20,15).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,16).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,20,16).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,20,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,17).
hum_front_300_hPa(lignano_grado,trieste,2019,4,20,17).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,20,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,20,17).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,20,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,20,18).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,20,18).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,20,18).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,20).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,20,20).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,20,21).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,20,21).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,20,21).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,20,22).
hum_front_300_hPa(lignano_grado,trieste,2019,4,20,23).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,20,23).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,20,23).
hum_front_300_hPa(lignano_grado,trieste,2019,4,21,0).
hum_front_300_hPa(gorizia,trieste,2019,4,21,0).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,5).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,21,5).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,5).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,5).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,21,5).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,5).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,6).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,6).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,6).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,21,6).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,6).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,8).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,8).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,21,8).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,9).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,9).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,21,9).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,9).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,11).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,21,11).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,11).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,21,11).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,21,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,13).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,13).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,21,13).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,13).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,21,14).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,14).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,21,14).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,15).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,21,15).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,15).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,15).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,21,15).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,16).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,16).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,21,16).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,21,16).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,21,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,21,19).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,21,19).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,21,19).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,21,19).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,21,19).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,21,22).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,22,4).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,22,4).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,22,4).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,22,22).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,23,0).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,23,0).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,23,2).
hum_front_300_hPa(barcis,pordenone,2019,4,23,2).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,23,2).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,23,2).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,23,2).
hum_front_300_hPa(lignano_grado,trieste,2019,4,23,3).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,23,3).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,23,3).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,4).
hum_front_300_hPa(lignano_grado,trieste,2019,4,23,4).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,23,4).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,23,4).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,5).
hum_front_300_hPa(lignano_grado,trieste,2019,4,23,5).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,23,5).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,23,5).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,6).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,6).
hum_front_300_hPa(gorizia,trieste,2019,4,23,6).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,6).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,7).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,7).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,23,7).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,23,7).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,7).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,23,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,8).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,8).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,8).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,23,8).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,23,8).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,23,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,9).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,9).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,23,9).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,23,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,10).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,23,10).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,23,10).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,19).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,19).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,19).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,20).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,23,20).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,20).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,21).
hum_front_300_hPa(lignano_grado,trieste,2019,4,23,21).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,23,21).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,23,21).
hum_front_300_hPa(lignano_grado,trieste,2019,4,23,22).
hum_front_300_hPa(gorizia,trieste,2019,4,23,22).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,23,23).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,23,23).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,23,23).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,23,23).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,23,23).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,0).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,0).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,0).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,0).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,0).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,1).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,1).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,24,1).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,2).
hum_front_300_hPa(barcis,pordenone,2019,4,24,2).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,2).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,24,2).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,2).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,3).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,3).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,3).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,3).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,3).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,4).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,4).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,24,4).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,4).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,4).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,24,7).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,8).
hum_front_300_hPa(barcis,pordenone,2019,4,24,8).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,8).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,9).
hum_front_300_hPa(barcis,pordenone,2019,4,24,9).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,9).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,9).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,10).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,10).
hum_front_300_hPa(barcis,pordenone,2019,4,24,10).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,10).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,10).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,11).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,11).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,12).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,12).
hum_front_300_hPa(barcis,pordenone,2019,4,24,12).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,12).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,24,12).
hum_front_300_hPa(lignano_grado,trieste,2019,4,24,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,13).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,24,13).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,14).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,14).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,14).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,14).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,14).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,15).
hum_front_300_hPa(barcis,pordenone,2019,4,24,15).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,15).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,16).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,16).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,16).
hum_front_300_hPa(gorizia,trieste,2019,4,24,16).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,16).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,17).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,17).
hum_front_300_hPa(gorizia,trieste,2019,4,24,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,17).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,17).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,18).
hum_front_300_hPa(barcis,pordenone,2019,4,24,18).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,24,18).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,24,18).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,18).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,19).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,24,19).
hum_front_300_hPa(gorizia,trieste,2019,4,24,19).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,19).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,24,20).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,24,20).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,20).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,24,21).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,21).
hum_front_300_hPa(lignano_grado,trieste,2019,4,24,21).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,24,21).
