% format: hum_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

hum_front_300_hPa(pordenone,udine_palmanova,2019,4,8,12).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,8,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,8,13).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,13).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,8,14).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,14).
hum_front_300_hPa(barcis,pordenone,2019,4,8,14).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,14).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,8,14).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,8,15).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,15).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,8,15).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,15).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,8,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,8,16).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,16).
hum_front_300_hPa(barcis,pordenone,2019,4,8,16).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,8,16).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,8,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,8,23).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,8,23).
hum_front_300_hPa(lignano_grado,trieste,2019,4,8,23).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,8,23).
hum_front_300_hPa(gorizia,trieste,2019,4,8,23).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,8,23).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,8,23).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,9,0).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,0).
hum_front_300_hPa(lignano_grado,trieste,2019,4,9,0).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,9,0).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,0).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,0).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,9,0).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,9,1).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,9,1).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,1).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,9,1).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,9,1).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,9,2).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,9,2).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,9,2).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,9,2).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,9,3).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,3).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,9,3).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,9,3).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,9,3).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,9,6).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,9,6).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,6).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,9,6).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,9,6).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,16).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,16).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,9,16).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,9,17).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,17).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,9,18).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,9,18).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,9,19).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,9,19).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,9,19).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,19).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,9,19).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,9,20).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,0).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,10,0).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,1).
hum_front_300_hPa(barcis,pordenone,2019,4,10,1).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,10,1).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,10,1).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,10,1).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,2).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,10,2).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,2).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,10,2).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,10,2).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,2).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,3).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,10,3).
hum_front_300_hPa(barcis,pordenone,2019,4,10,3).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,10,3).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,10,3).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,3).
hum_front_300_hPa(lignano_grado,trieste,2019,4,10,4).
hum_front_300_hPa(barcis,pordenone,2019,4,10,4).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,10,4).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,4).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,5).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,5).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,10,5).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,10,5).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,10,5).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,6).
hum_front_300_hPa(barcis,pordenone,2019,4,10,6).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,6).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,7).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,7).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,7).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,8).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,8).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,8).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,9).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,10).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,10).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,10,10).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,10,10).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,10).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,10,11).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,11).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,10,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,11).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,10,11).
hum_front_300_hPa(lignano_grado,trieste,2019,4,10,12).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,10,12).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,10,12).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,14).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,14).
hum_front_300_hPa(barcis,pordenone,2019,4,10,14).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,14).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,10,14).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,10,15).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,10,15).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,10,15).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,10,15).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,10,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,11,11).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,11,11).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,11,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,11,11).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,11,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,11,12).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,11,12).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,11,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,11,13).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,11,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,11,14).
hum_front_300_hPa(gorizia,trieste,2019,4,11,14).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,11,17).
hum_front_300_hPa(barcis,pordenone,2019,4,11,17).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,11,17).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,11,17).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,11,17).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,11,18).
hum_front_300_hPa(barcis,pordenone,2019,4,11,18).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,11,18).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,11,18).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,11,18).
hum_front_300_hPa(lignano_grado,trieste,2019,4,11,19).
hum_front_300_hPa(gorizia,trieste,2019,4,11,19).
hum_front_300_hPa(lignano_grado,trieste,2019,4,11,20).
hum_front_300_hPa(gorizia,trieste,2019,4,11,20).
hum_front_300_hPa(lignano_grado,trieste,2019,4,11,23).
hum_front_300_hPa(gorizia,trieste,2019,4,11,23).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,12,20).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,12,20).
hum_front_300_hPa(barcis,pordenone,2019,4,12,20).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,12,20).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,12,20).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,12,21).
hum_front_300_hPa(barcis,pordenone,2019,4,12,21).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,12,21).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,12,21).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,12,21).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,13,1).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,1).
hum_front_300_hPa(barcis,pordenone,2019,4,13,1).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,1).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,13,1).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,13,1).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,13,2).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,13,2).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,13,2).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,13,2).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,13,2).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,13,3).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,3).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,13,3).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,4).
hum_front_300_hPa(barcis,pordenone,2019,4,13,4).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,4).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,13,4).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,13,4).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,5).
hum_front_300_hPa(gorizia,trieste,2019,4,13,5).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,6).
hum_front_300_hPa(gorizia,trieste,2019,4,13,6).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,7).
hum_front_300_hPa(gorizia,trieste,2019,4,13,7).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,13,8).
hum_front_300_hPa(barcis,pordenone,2019,4,13,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,8).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,13,8).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,13,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,9).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,9).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,13,9).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,13,11).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,13,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,13,11).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,13,11).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,13,12).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,12).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,13,12).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,13).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,13,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,15).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,15).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,13,15).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,17).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,17).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,13,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,18).
hum_front_300_hPa(lignano_grado,trieste,2019,4,13,18).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,13,18).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,13,18).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,13,19).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,13,19).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,13,19).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,14,8).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,14,8).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,14,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,14,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,9).
hum_front_300_hPa(lignano_grado,trieste,2019,4,14,9).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,14,9).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,14,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,11).
hum_front_300_hPa(lignano_grado,trieste,2019,4,14,11).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,14,11).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,14,17).
hum_front_300_hPa(lignano_grado,udine_palmanova,2019,4,14,17).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,14,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,17).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,14,17).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,14,18).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,14,20).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,14,20).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,14,21).
hum_front_300_hPa(barcis,pordenone,2019,4,14,21).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,14,21).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,14,23).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,14,23).
hum_front_300_hPa(barcis,pordenone,2019,4,14,23).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,14,23).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,14,23).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,15,3).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,15,3).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,4).
hum_front_300_hPa(barcis,pordenone,2019,4,15,4).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,4).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,15,4).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,4).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,5).
hum_front_300_hPa(barcis,pordenone,2019,4,15,5).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,5).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,15,5).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,5).
hum_front_300_hPa(lignano_grado,trieste,2019,4,15,6).
hum_front_300_hPa(gorizia,trieste,2019,4,15,6).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,7).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,15,7).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,7).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,15,7).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,15,7).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,8).
hum_front_300_hPa(barcis,pordenone,2019,4,15,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,8).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,15,8).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,8).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,10).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,10).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,15,10).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,13).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,15,13).
hum_front_300_hPa(barcis,pordenone,2019,4,15,13).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,13).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,13).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,13).
hum_front_300_hPa(lignano_grado,trieste,2019,4,15,15).
hum_front_300_hPa(gorizia,trieste,2019,4,15,15).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,15,16).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,16).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,15,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,17).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,15,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,17).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,17).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,22).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,15,22).
hum_front_300_hPa(barcis,pordenone,2019,4,15,22).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,15,22).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,15,22).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,15,23).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,15,23).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,15,23).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,15,23).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,15,23).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,0).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,0).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,16,0).
hum_front_300_hPa(lignano_grado,trieste,2019,4,16,1).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,1).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,16,1).
hum_front_300_hPa(lignano_grado,trieste,2019,4,16,2).
hum_front_300_hPa(gorizia,trieste,2019,4,16,2).
hum_front_300_hPa(lignano_grado,trieste,2019,4,16,3).
hum_front_300_hPa(gorizia,trieste,2019,4,16,3).
hum_front_300_hPa(lignano_grado,trieste,2019,4,16,9).
hum_front_300_hPa(gorizia,trieste,2019,4,16,9).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,10).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,10).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,16,10).
hum_front_300_hPa(lignano_grado,trieste,2019,4,16,11).
hum_front_300_hPa(gorizia,trieste,2019,4,16,11).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,12).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,12).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,12).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,16,12).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,12).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,14).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,16,14).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,14).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,15).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,16,15).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,15).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,16,15).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,16).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,16).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,16).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,16,16).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,16).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,17).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,16,17).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,17).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,16,17).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,17).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,18).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,16,18).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,18).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,16,18).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,16,18).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,20).
hum_front_300_hPa(barcis,pordenone,2019,4,16,20).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,20).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,16,20).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,16,20).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,21).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,16,21).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,21).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,16,21).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,16,21).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,16,22).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,16,22).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,16,22).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,16,22).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,16,22).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,17,1).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,1).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,17,1).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,17,1).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,17,1).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,17,14).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,17,14).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,17,14).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,17,14).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,17,14).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,17,15).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,17,15).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,17,15).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,17,16).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,17,16).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,17,16).
