cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
25,98,21,25,21,2,17,False,True
25,116,21,25,21,2,17,False,True
25,128,21,25,21,2,17,False,True
25,143,21,25,21,2,17,False,True
25,157,21,25,21,2,17,False,True
25,172,21,25,21,2,17,False,True
25,196,21,25,21,2,17,False,True
25,212,21,25,21,2,17,False,True
25,229,21,25,21,2,17,False,True
25,243,21,25,21,2,17,False,True
25,256,21,25,21,2,17,False,True
25,279,21,25,21,2,17,False,True
25,290,21,25,21,2,17,False,True
25,302,21,25,21,2,17,False,True
25,312,21,25,21,2,17,False,True
25,325,21,25,21,2,17,False,True
25,338,21,25,21,2,17,False,True
48,323,21,48,21,2,12,True,False
48,337,21,48,21,2,12,True,False
48,348,21,48,21,2,12,True,False
48,359,21,48,21,2,12,True,False
48,398,21,48,21,2,12,True,False
48,408,21,48,21,2,12,True,False
48,420,21,48,21,2,12,True,False
48,431,21,48,21,2,12,True,False
48,443,21,48,21,2,12,True,False
48,454,21,48,21,2,12,True,False
48,465,21,48,21,2,12,True,False
48,499,21,48,21,2,12,True,False
