cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
19,72,15,19,15,1,32,False,False
19,78,15,19,15,1,32,False,False
19,84,15,19,15,1,32,False,False
19,86,15,19,15,1,32,False,False
19,88,15,19,15,1,32,False,False
19,90,15,19,15,1,32,False,False
19,92,15,19,15,1,32,False,False
19,99,15,19,15,1,32,False,False
19,108,15,19,15,1,32,False,False
19,120,15,19,15,1,32,False,False
19,131,15,19,15,1,32,False,False
19,147,15,19,15,1,32,False,False
19,160,15,19,15,1,32,False,False
19,187,15,19,15,1,32,False,False
19,201,15,19,15,1,32,False,False
19,219,15,19,15,1,32,False,False
19,236,15,19,15,1,32,False,False
19,250,15,19,15,1,32,False,False
19,262,15,19,15,1,32,False,False
19,273,15,19,15,1,32,False,False
19,284,15,19,15,1,32,False,False
19,296,15,19,15,1,32,False,False
19,306,15,19,15,1,32,False,False
19,317,15,19,15,1,32,False,False
19,328,15,19,15,1,32,False,False
19,339,15,19,15,1,32,False,False
19,350,15,19,15,1,32,False,False
19,361,15,19,15,1,32,False,False
19,372,15,19,15,1,32,False,False
19,385,15,19,15,1,32,False,False
19,412,15,19,15,1,32,False,False
19,449,15,19,15,1,32,False,False
