vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,0,992,36.504607,6.500736,24.522799,12.05
1,52,991,36.512337,7.100364,21.323532,8.83
2,104,991,36.516202,7.700108,23.876110,0.48
3,155,991,36.516202,8.299891,21.767202,-0.99
4,207,991,36.512337,8.899635,23.073483,-3.61
5,259,992,36.504607,9.499263,21.178553,-5.35
6,51,949,36.994759,7.093092,24.745531,9.80
7,103,949,36.998662,7.697684,24.716007,3.81
8,156,949,36.998662,8.302315,23.820105,-1.32
9,208,949,36.994759,8.906907,23.502132,-3.46
10,260,950,36.986953,9.511380,21.678900,-4.58
11,312,951,36.975246,10.115655,20.661400,-5.63
12,364,952,36.959642,10.719655,18.883718,-6.16
13,416,954,36.940143,11.323300,17.684093,-4.94
14,468,956,36.916755,11.926512,17.020351,-3.61
15,520,958,36.889483,12.529213,17.515781,-4.99
16,572,961,36.858333,13.131326,16.647520,-12.34
17,624,964,36.823313,13.732773,17.067556,-14.49
18,676,967,36.784431,14.333479,16.176060,-16.52
19,728,971,36.741697,14.933367,16.978382,-19.23
20,780,975,36.695120,15.532361,16.156479,-22.83
21,831,980,36.644711,16.130388,16.912428,-28.19
22,883,984,36.590482,16.727372,16.272488,-33.13
23,934,989,36.532447,17.323242,15.671683,-38.37
24,51,908,37.478018,7.085702,26.604454,6.21
25,103,907,37.481960,7.695220,25.040411,1.61
26,156,907,37.481960,8.304779,25.439434,-1.39
27,208,908,37.478018,8.914297,23.810251,-3.46
28,261,908,37.470135,9.523694,23.974195,-5.60
29,314,909,37.458313,10.132888,23.241814,-6.90
30,366,911,37.442554,10.741800,21.521502,-6.24
31,419,912,37.422863,11.350348,19.616104,-4.30
32,471,914,37.399244,11.958453,18.123657,-3.11
33,524,917,37.371703,12.566034,18.198612,-5.08
34,576,919,37.340247,13.173013,17.289030,-7.89
35,628,923,37.304882,13.779310,17.917225,-9.02
36,681,926,37.265618,14.384847,17.598730,-12.18
37,733,930,37.222464,14.989545,18.087589,-12.63
38,785,934,37.175430,15.593329,16.204834,-20.45
39,837,938,37.124526,16.196122,17.247301,-24.64
40,889,943,37.069766,16.797847,16.702749,-27.97
41,941,948,37.011162,17.398431,16.401711,-32.33
42,992,953,36.948729,17.997799,15.510348,-41.28
43,50,866,37.962086,7.078190,25.934500,10.95
44,103,865,37.966067,7.692716,25.511698,6.67
45,156,865,37.966067,8.307283,25.375757,3.08
46,209,866,37.962087,8.921809,24.814781,-0.11
47,262,866,37.954126,9.536210,24.082150,-2.47
48,315,868,37.942187,10.150404,24.456799,-5.29
49,368,869,37.926273,10.764308,22.098763,-4.13
50,421,871,37.906387,11.377840,21.524887,-4.06
51,474,873,37.882536,11.990917,19.951357,-1.38
52,527,875,37.854723,12.603458,19.257929,-3.55
53,580,878,37.822957,13.215381,18.834885,-6.92
54,632,881,37.787244,13.826606,18.404673,-4.69
55,685,884,37.747593,14.437052,17.886715,-6.90
56,738,888,37.704015,15.046639,17.705372,-7.42
57,790,892,37.656518,15.655289,17.682880,-11.77
58,843,897,37.605115,16.262924,17.933807,-17.76
59,895,901,37.549818,16.869465,17.330797,-23.88
60,947,906,37.490640,17.474836,17.329065,-28.17
61,999,912,37.427595,18.078962,15.411117,-38.90
62,49,824,38.446939,7.070554,28.360132,11.97
63,103,824,38.450959,7.690170,26.599533,11.36
64,156,824,38.450959,8.309829,25.883366,8.47
65,210,824,38.446939,8.929445,25.005896,6.48
66,263,825,38.438899,9.548934,24.419815,4.71
67,317,826,38.426842,10.168210,23.715252,1.65
68,370,827,38.410771,10.787189,22.698162,-1.65
69,423,829,38.390689,11.405787,22.678581,-1.26
70,477,831,38.366602,12.023918,21.934383,2.20
71,530,833,38.338515,12.641500,19.987408,1.86
72,583,836,38.306435,13.258449,18.765106,1.45
73,637,839,38.270370,13.874681,18.436186,-0.35
74,690,843,38.230329,14.490116,18.655802,-1.21
75,743,846,38.186321,15.104671,19.365810,-2.66
76,796,851,38.138358,15.718265,18.400103,-9.88
77,848,855,38.086450,16.330818,18.156059,-15.13
78,901,860,38.030610,16.942252,17.965649,-18.07
79,954,865,37.970852,17.552486,16.753857,-23.46
80,1006,871,37.907190,18.161445,15.601635,-30.73
81,49,782,38.932547,7.062790,28.363726,13.02
82,102,782,38.936607,7.687582,26.742380,12.17
83,156,782,38.936607,8.312417,26.184843,11.12
84,210,782,38.932547,8.937209,25.977531,9.14
85,264,783,38.924428,9.561870,25.033308,9.69
86,318,784,38.912252,10.186313,23.614502,8.57
87,372,785,38.896022,10.810452,22.742304,9.08
88,426,787,38.875741,11.434199,22.768625,8.22
89,480,789,38.851416,12.057469,23.698656,6.38
90,533,791,38.823051,12.680175,21.325468,5.12
91,587,794,38.790655,13.302232,19.401825,4.95
92,641,797,38.754234,13.923555,19.397642,1.51
93,694,801,38.713798,14.544060,18.897905,0.23
94,748,805,38.669357,15.163663,19.375216,-2.30
95,801,809,38.620921,15.782282,17.774265,-8.30
96,854,813,38.568503,16.399834,20.046816,-11.38
97,908,818,38.512115,17.016237,18.666927,-12.78
98,961,824,38.451770,17.631413,17.085613,-19.16
99,1014,829,38.387484,18.245281,16.058641,-29.12
100,48,740,39.418884,7.054895,29.290443,11.69
101,102,740,39.422985,7.684950,28.905081,9.99
102,157,740,39.422985,8.315049,27.287390,11.48
103,211,740,39.418884,8.945104,26.422104,12.59
104,265,741,39.410685,9.575024,24.992897,12.18
105,320,742,39.398388,10.204721,23.554363,11.77
106,374,743,39.381997,10.834106,23.803341,10.79
107,428,745,39.361516,11.463089,23.537445,14.56
108,483,747,39.336950,12.091583,24.773331,13.32
109,537,750,39.308305,12.719499,22.667082,10.49
110,591,752,39.275588,13.346749,20.869595,7.63
111,645,756,39.238808,13.973247,20.443136,4.02
112,699,759,39.197973,14.598906,18.530600,4.16
