,cell,feature,cell_parent_track_id,track_child_cell_count,cell_starts_with_split
2274860,67,480,56,1,False
2275380,67,488,56,1,False
2276030,67,498,56,1,False
2276615,67,507,56,1,False
2277460,67,520,56,1,False
