cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
38,297,35,38,35,2,8,False,True
38,305,35,38,35,2,8,False,True
38,313,35,38,35,2,8,False,True
38,318,35,38,35,2,8,False,True
38,325,35,38,35,2,8,False,True
38,333,35,38,35,2,8,False,True
38,348,35,38,35,2,8,False,True
38,364,35,38,35,2,8,False,True
43,360,35,43,35,2,11,True,False
43,385,35,43,35,2,11,True,False
43,411,35,43,35,2,11,True,False
43,420,35,43,35,2,11,True,False
43,435,35,43,35,2,11,True,False
43,451,35,43,35,2,11,True,False
43,459,35,43,35,2,11,True,False
43,466,35,43,35,2,11,True,False
43,474,35,43,35,2,11,True,False
43,484,35,43,35,2,11,True,False
43,516,35,43,35,2,11,True,False
