cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
17,59,16,17,16,1,32,False,False
17,74,16,17,16,1,32,False,False
17,88,16,17,16,1,32,False,False
17,103,16,17,16,1,32,False,False
17,115,16,17,16,1,32,False,False
17,126,16,17,16,1,32,False,False
17,138,16,17,16,1,32,False,False
17,147,16,17,16,1,32,False,False
17,173,16,17,16,1,32,False,False
17,182,16,17,16,1,32,False,False
17,191,16,17,16,1,32,False,False
17,200,16,17,16,1,32,False,False
17,212,16,17,16,1,32,False,False
17,222,16,17,16,1,32,False,False
17,228,16,17,16,1,32,False,False
17,237,16,17,16,1,32,False,False
17,245,16,17,16,1,32,False,False
17,254,16,17,16,1,32,False,False
17,264,16,17,16,1,32,False,False
17,276,16,17,16,1,32,False,False
17,304,16,17,16,1,32,False,False
17,312,16,17,16,1,32,False,False
17,319,16,17,16,1,32,False,False
17,326,16,17,16,1,32,False,False
17,334,16,17,16,1,32,False,False
17,341,16,17,16,1,32,False,False
17,349,16,17,16,1,32,False,False
17,356,16,17,16,1,32,False,False
17,365,16,17,16,1,32,False,False
17,372,16,17,16,1,32,False,False
17,382,16,17,16,1,32,False,False
17,416,16,17,16,1,32,False,False
