,cell,feature,cell_parent_track_id,track_child_cell_count,cell_starts_with_split
2308986,68,482,57,1,False
2309766,68,494,57,1,False
2310351,68,503,57,1,False
2311001,68,513,57,1,False
2311586,68,522,57,1,False
