cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
45,177,40,45,40,1,10,False,False
45,192,40,45,40,1,10,False,False
45,200,40,45,40,1,10,False,False
45,207,40,45,40,1,10,False,False
45,225,40,45,40,1,10,False,False
45,242,40,45,40,1,10,False,False
45,257,40,45,40,1,10,False,False
45,284,40,45,40,1,10,False,False
45,293,40,45,40,1,10,False,False
45,303,40,45,40,1,10,False,False
