vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,109,1117,44.744385,11.816203,2.376986,71.75
1,346,1127,44.716986,12.508507,6.899463,83.72
2,583,1137,44.685040,13.200039,11.485738,79.29
3,820,1150,44.648555,13.890682,10.807497,81.76
4,121,948,45.236517,11.851905,1.972381,-118.53
5,361,958,45.208842,12.550657,8.969972,72.66
6,600,969,45.176574,13.248614,11.767922,80.32
7,839,981,45.139723,13.945657,6.235168,78.73
8,133,779,45.728973,11.888281,0.301942,145.17
9,375,789,45.701019,12.593601,1.236570,-165.30
10,617,800,45.668426,13.298104,11.260899,60.20
11,859,813,45.631204,14.001667,4.684044,72.11
12,146,610,46.221720,11.925350,3.669879,69.14
13,390,620,46.193484,12.637363,1.513997,83.92
14,634,631,46.160561,13.348535,1.688387,24.34
15,878,644,46.122963,14.058739,3.365096,60.01
16,159,441,46.714724,11.963132,0.695005,-50.03
17,406,451,46.686201,12.681965,3.234965,81.66
18,652,462,46.652946,13.399932,3.919746,53.10
19,898,475,46.614967,14.116905,1.441316,-74.67
20,172,272,47.207951,12.001647,1.588524,-149.79
21,421,282,47.179138,12.727432,1.359945,154.68
22,670,293,47.145545,13.452326,2.172104,-48.52
23,918,306,47.107182,14.176196,1.447843,-164.37
24,186,102,47.701364,12.040918,2.582136,88.89
25,437,112,47.672259,12.773790,1.532198,95.55
26,688,124,47.638324,13.505744,0.524031,51.61
27,939,137,47.599571,14.236644,0.434246,-74.45
