vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,230,2034,44.957733,11.343595,5.883045,-91.80
1,695,2050,44.933424,12.038940,3.796162,14.77
2,1159,2069,44.904544,12.733587,9.279370,35.55
3,1623,2092,44.871102,13.427417,13.723763,35.09
4,2087,2117,44.833106,14.120313,17.393366,34.87
5,2550,2146,44.790567,14.812158,22.242945,37.89
6,251,1705,45.450165,11.375006,8.012746,-105.69
7,720,1721,45.425611,12.076860,2.797992,-97.40
8,1189,1740,45.396441,12.777996,1.867315,48.98
9,1657,1763,45.362662,13.478293,5.499794,49.35
10,2125,1789,45.324284,14.177628,8.487667,45.99
11,2592,1817,45.281318,14.875883,13.318543,43.61
12,272,1375,45.942910,11.407013,7.488332,-119.51
13,746,1392,45.918109,12.115498,5.963412,-127.12
14,1219,1411,45.888644,12.823245,2.775672,162.79
15,1692,1434,45.854524,13.530129,2.657269,119.48
16,2164,1460,45.815759,14.236024,3.178603,78.97
17,2636,1489,45.772360,14.940807,6.882132,73.32
18,294,1045,46.435935,11.439632,6.756468,-149.92
19,772,1062,46.410882,12.154875,4.900221,-179.03
20,1250,1082,46.381119,12.869359,3.936633,162.43
21,1727,1105,46.346655,13.582954,0.453925,91.12
22,2204,1131,46.307498,14.295531,1.581301,162.36
23,316,715,46.929205,11.472881,5.251504,-119.22
24,799,732,46.903898,12.195012,4.805045,-175.49
25,1282,752,46.873833,12.916361,1.947041,-165.14
26,1763,776,46.839020,13.636795,2.522948,-177.53
27,2245,802,46.799467,14.356183,2.352238,174.89
28,339,385,47.422685,11.506779,3.294678,-112.57
29,827,402,47.397121,12.235931,3.584254,-111.40
30,1314,423,47.366751,12.964278,2.961328,178.32
31,1800,446,47.331584,13.691683,2.391383,168.44
32,2286,473,47.291630,14.418012,1.782870,138.21
33,362,55,47.916342,11.541345,1.719846,-156.18
34,854,72,47.890517,12.277655,2.048123,-146.31
35,1346,93,47.859838,13.013137,2.544268,-150.39
36,1838,117,47.824313,13.747649,2.487023,-147.64
37,2328,144,47.783953,14.481052,3.749601,-128.25
