frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,y,x,latitude,longitude,cell,time_cell
0,1,72.079724063759,478.6234469706765,7520,0.6,1,2019-11-01 01:00:00,2019-11-01 01:00:00,72.079724063759,478.6234469706765,44.93198464764239,13.870305529059529,1,0 days 00:00:00
0,3,148.81031193350898,206.22249486703484,27865,0.6,2,2019-11-01 01:00:00,2019-11-01 01:00:00,148.81031193350898,206.22249486703484,45.39184262288918,12.23671661089676,2,0 days 00:00:00
0,4,443.4796596452216,334.8729728514716,113008,0.6,3,2019-11-01 01:00:00,2019-11-01 01:00:00,443.4796596452216,334.8729728514716,47.15784042595595,13.008233720248706,3,0 days 00:00:00
1,2,69.96545831499868,483.8832089631513,8340,0.6,4,2019-11-01 02:00:00,2019-11-01 02:00:00,69.96545831499868,483.8832089631513,44.91931353442209,13.901848329614102,1,0 days 01:00:00
1,4,149.88195913966956,203.97931298127293,28929,0.6,5,2019-11-01 02:00:00,2019-11-01 02:00:00,149.88195913966956,203.97931298127293,45.39826516607679,12.223264245764756,2,0 days 01:00:00
1,5,440.43268146631624,345.5404576486275,111139,0.6,6,2019-11-01 02:00:00,2019-11-01 02:00:00,440.43268146631624,345.5404576486275,47.13957942659607,13.072206642570482,3,0 days 01:00:00
2,1,58.43115495003088,518.177868492669,13540,0.6,7,2019-11-01 03:00:00,2019-11-01 03:00:00,58.43115495003088,518.177868492669,44.85018671631012,14.107513454228899,1,0 days 02:00:00
2,2,150.90147368305466,203.63529579505987,29863,0.6,8,2019-11-01 03:00:00,2019-11-01 03:00:00,150.90147368305466,203.63529579505987,45.404375270360774,12.221201174183268,2,0 days 02:00:00
2,3,439.1555309225322,353.9800100304994,109481,0.6,9,2019-11-01 03:00:00,2019-11-01 03:00:00,439.1555309225322,353.9800100304994,47.13192527093983,13.12281865085757,3,0 days 02:00:00
3,2,67.69241687903182,501.217464909341,12533,0.6,10,2019-11-01 04:00:00,2019-11-01 04:00:00,67.69241687903182,501.217464909341,44.905690854583234,14.00580188851179,1,0 days 03:00:00
3,3,150.3209941111879,236.4620272830617,24892,0.6,11,2019-11-01 04:00:00,2019-11-01 04:00:00,150.3209941111879,236.4620272830617,45.400896368817044,12.418063132132305,2,0 days 03:00:00
3,6,443.23328800846684,353.17563641202213,111029,0.6,12,2019-11-01 04:00:00,2019-11-01 04:00:00,443.23328800846684,353.17563641202213,47.156363883612386,13.117994821061604,3,0 days 03:00:00
4,2,64.32805556799599,507.3854043977418,12907,0.6,13,2019-11-01 05:00:00,2019-11-01 05:00:00,64.32805556799599,507.3854043977418,44.88552773028765,14.042791030871015,1,0 days 04:00:00
4,3,149.21898937477724,231.64387344913777,23500,0.6,14,2019-11-01 05:00:00,2019-11-01 05:00:00,149.21898937477724,231.64387344913777,45.39429188837624,12.389168656366643,2,0 days 04:00:00
4,6,441.6512053351847,366.2797353254681,103588,0.6,15,2019-11-01 05:00:00,2019-11-01 05:00:00,441.6512053351847,366.2797353254681,47.14688222375539,13.196580121891861,3,0 days 04:00:00
5,2,58.31281786112742,520.2416522502942,14503,0.6,16,2019-11-01 06:00:00,2019-11-01 06:00:00,58.31281786112742,520.2416522502942,44.8494775043047,14.119889968517507,1,0 days 05:00:00
5,3,143.84329654997143,203.88907513466188,17989,0.6,17,2019-11-01 06:00:00,2019-11-01 06:00:00,143.84329654997143,203.88907513466188,45.362074551241264,12.22272308926334,2,0 days 05:00:00
5,5,156.72529635225314,382.68623693423217,3030,0.6,18,2019-11-01 06:00:00,2019-11-01 06:00:00,156.72529635225314,382.68623693423217,45.4392783171796,13.294969936637075,4,0 days 00:00:00
5,7,440.13990507364986,380.83440319766595,96797,0.6,19,2019-11-01 06:00:00,2019-11-01 06:00:00,440.13990507364986,380.83440319766595,47.13782477355783,13.283864486942523,3,0 days 05:00:00
6,2,59.40456727845962,518.9788837618673,21940,0.6,20,2019-11-01 07:00:00,2019-11-01 07:00:00,59.40456727845962,518.9788837618673,44.85602052307296,14.112317143999203,1,0 days 06:00:00
6,6,138.80168699047513,207.2859471978653,16443,0.6,21,2019-11-01 07:00:00,2019-11-01 07:00:00,138.80168699047513,207.2859471978653,45.331859425456614,12.243094136119131,2,0 days 06:00:00
6,7,142.81282974409885,23.11472311278285,2383,0.6,22,2019-11-01 07:00:00,2019-11-01 07:00:00,142.81282974409885,23.11472311278285,45.35589880839785,11.138619029162115,5,0 days 00:00:00
6,8,151.5491474098315,373.39762371994135,4174,0.6,23,2019-11-01 07:00:00,2019-11-01 07:00:00,151.5491474098315,373.39762371994135,45.40825687660002,13.239266109265015,4,0 days 01:00:00
6,9,428.3613198110989,408.28746882781724,78872,0.6,24,2019-11-01 07:00:00,2019-11-01 07:00:00,428.3613198110989,408.28746882781724,47.067233937224046,13.448500562685561,3,0 days 06:00:00
7,2,93.04786172681065,394.86789918680637,43232,0.6,25,2019-11-01 08:00:00,2019-11-01 08:00:00,93.04786172681065,394.86789918680637,45.05764985623944,13.368023383429124,4,0 days 02:00:00
7,5,422.50644760833126,403.21674705231095,71312,0.6,26,2019-11-01 08:00:00,2019-11-01 08:00:00,422.50644760833126,403.21674705231095,47.03214480587185,13.418091436595567,3,0 days 07:00:00
8,2,93.36656525070016,413.71930644898504,42161,0.6,27,2019-11-01 09:00:00,2019-11-01 09:00:00,93.36656525070016,413.71930644898504,45.059559894481936,13.481075301043386,4,0 days 03:00:00
8,6,420.7971709566354,389.1617173720576,82216,0.6,28,2019-11-01 09:00:00,2019-11-01 09:00:00,420.7971709566354,389.1617173720576,47.021900853336,13.333803402531078,3,0 days 08:00:00
9,3,100.26648796842485,394.46994414539574,55759,0.6,29,2019-11-01 10:00:00,2019-11-01 10:00:00,100.26648796842485,394.46994414539574,45.10091217104364,13.365636846449151,4,0 days 04:00:00
9,9,424.93265187161103,417.9846564643812,77125,0.6,30,2019-11-01 10:00:00,2019-11-01 10:00:00,424.93265187161103,417.9846564643812,47.04668541361411,13.506654611480545,3,0 days 09:00:00
10,4,98.23501200731049,389.32228964747287,63953,0.6,31,2019-11-01 11:00:00,2019-11-01 11:00:00,98.23501200731049,389.32228964747287,45.08873722949588,13.334766354707483,4,0 days 05:00:00
10,9,431.03754225719007,421.93796066989023,73370,0.6,32,2019-11-01 11:00:00,2019-11-01 11:00:00,431.03754225719007,421.93796066989023,47.08327294160987,13.530362582727978,3,0 days 10:00:00
11,3,95.73460489469085,404.6432974836889,60995,0.6,33,2019-11-01 12:00:00,2019-11-01 12:00:00,95.73460489469085,404.6432974836889,45.07375191289626,13.426646461671297,4,0 days 06:00:00
11,8,432.22649969143265,421.8920975284654,72344,0.6,34,2019-11-01 12:00:00,2019-11-01 12:00:00,432.22649969143265,421.8920975284654,47.09039854267125,13.530087541400091,3,0 days 11:00:00
12,2,89.86849919528578,446.21235485089824,45778,0.6,35,2019-11-01 13:00:00,2019-11-01 13:00:00,89.86849919528578,446.21235485089824,45.03859545750599,13.675936161024875,4,0 days 07:00:00
12,6,428.16231296032925,378.8991001457488,68235,0.6,36,2019-11-01 13:00:00,2019-11-01 13:00:00,428.16231296032925,378.8991001457488,47.066041259180054,13.272258471638676,3,0 days 12:00:00
13,4,89.36500350885666,429.64310042140585,46154,0.6,37,2019-11-01 14:00:00,2019-11-01 14:00:00,89.36500350885666,429.64310042140585,45.03557793198801,13.57657031736975,4,0 days 08:00:00
13,7,429.8918495007168,381.5503698567421,91251,0.6,38,2019-11-01 14:00:00,2019-11-01 14:00:00,429.8918495007168,381.5503698567421,47.076406632281696,13.288158140070415,3,0 days 13:00:00
14,4,83.6065233640136,426.7791282534979,39744,0.6,39,2019-11-01 15:00:00,2019-11-01 15:00:00,83.6065233640136,426.7791282534979,45.00106649276378,13.559395071984994,4,0 days 09:00:00
14,7,432.801343158385,368.89758782739113,105561,0.6,40,2019-11-01 15:00:00,2019-11-01 15:00:00,432.801343158385,368.89758782739113,47.09384366618895,13.212279387270712,3,0 days 14:00:00
15,2,10.359459096980126,301.60865336755677,2539,0.6,41,2019-11-01 16:00:00,2019-11-01 16:00:00,10.359459096980126,301.60865336755677,44.562085799382594,12.808747546432125,6,0 days 00:00:00
15,3,77.86703261186555,427.95857797393415,34975,0.6,42,2019-11-01 16:00:00,2019-11-01 16:00:00,77.86703261186555,427.95857797393415,44.96666885983138,13.566468233726741,4,0 days 10:00:00
15,6,436.08819502544026,352.3694956707538,114334,0.6,43,2019-11-01 16:00:00,2019-11-01 16:00:00,436.08819502544026,352.3694956707538,47.113542264707256,13.11316039382761,3,0 days 15:00:00
16,2,68.57578762998469,465.0701135597997,26979,0.6,44,2019-11-01 17:00:00,2019-11-01 17:00:00,68.57578762998469,465.0701135597997,44.91098502860436,13.789026168274662,4,0 days 11:00:00
16,4,386.7440071678561,255.58046344917767,51274,0.6,45,2019-11-01 17:00:00,2019-11-01 17:00:00,386.7440071678561,255.58046344917767,46.817815111451196,12.532716422483825,3,0 days 16:00:00
16,5,515.3839863190136,534.7634806484836,30832,0.6,46,2019-11-01 17:00:00,2019-11-01 17:00:00,515.3839863190136,534.7634806484836,47.588773890610526,14.206977395193302,7,0 days 00:00:00
17,3,67.29458372064705,467.33751379427196,28270,0.6,47,2019-11-01 18:00:00,2019-11-01 18:00:00,67.29458372064705,467.33751379427196,44.90330658051757,13.80262377088019,4,0 days 12:00:00
