cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
2,2,2,2,2,1,13,False,False
2,5,2,2,2,1,13,False,False
2,9,2,2,2,1,13,False,False
2,12,2,2,2,1,13,False,False
2,14,2,2,2,1,13,False,False
2,18,2,2,2,1,13,False,False
2,19,2,2,2,1,13,False,False
2,22,2,2,2,1,13,False,False
2,26,2,2,2,1,13,False,False
2,30,2,2,2,1,13,False,False
2,37,2,2,2,1,13,False,False
2,42,2,2,2,1,13,False,False
2,47,2,2,2,1,13,False,False
