cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
26,165,24,26,24,1,27,False,False
26,173,24,26,24,1,27,False,False
26,182,24,26,24,1,27,False,False
26,193,24,26,24,1,27,False,False
26,201,24,26,24,1,27,False,False
26,221,24,26,24,1,27,False,False
26,227,24,26,24,1,27,False,False
26,236,24,26,24,1,27,False,False
26,241,24,26,24,1,27,False,False
26,256,24,26,24,1,27,False,False
26,264,24,26,24,1,27,False,False
26,275,24,26,24,1,27,False,False
26,282,24,26,24,1,27,False,False
26,290,24,26,24,1,27,False,False
26,300,24,26,24,1,27,False,False
26,309,24,26,24,1,27,False,False
26,316,24,26,24,1,27,False,False
26,326,24,26,24,1,27,False,False
26,337,24,26,24,1,27,False,False
26,347,24,26,24,1,27,False,False
26,357,24,26,24,1,27,False,False
26,364,24,26,24,1,27,False,False
26,372,24,26,24,1,27,False,False
26,382,24,26,24,1,27,False,False
26,393,24,26,24,1,27,False,False
26,405,24,26,24,1,27,False,False
26,415,24,26,24,1,27,False,False
