cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
37,231,36,37,36,1,12,False,False
37,258,36,37,36,1,12,False,False
37,272,36,37,36,1,12,False,False
37,290,36,37,36,1,12,False,False
37,303,36,37,36,1,12,False,False
37,318,36,37,36,1,12,False,False
37,336,36,37,36,1,12,False,False
37,353,36,37,36,1,12,False,False
37,366,36,37,36,1,12,False,False
37,378,36,37,36,1,12,False,False
37,391,36,37,36,1,12,False,False
37,405,36,37,36,1,12,False,False
