cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
22,103,21,22,21,1,16,False,False
22,108,21,22,21,1,16,False,False
22,113,21,22,21,1,16,False,False
22,121,21,22,21,1,16,False,False
22,128,21,22,21,1,16,False,False
22,133,21,22,21,1,16,False,False
22,137,21,22,21,1,16,False,False
22,141,21,22,21,1,16,False,False
22,146,21,22,21,1,16,False,False
22,150,21,22,21,1,16,False,False
22,159,21,22,21,1,16,False,False
22,173,21,22,21,1,16,False,False
22,183,21,22,21,1,16,False,False
22,194,21,22,21,1,16,False,False
22,203,21,22,21,1,16,False,False
22,212,21,22,21,1,16,False,False
