cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
2,2,2,2,2,1,18,False,False
2,7,2,2,2,1,18,False,False
2,13,2,2,2,1,18,False,False
2,17,2,2,2,1,18,False,False
2,22,2,2,2,1,18,False,False
2,27,2,2,2,1,18,False,False
2,31,2,2,2,1,18,False,False
2,34,2,2,2,1,18,False,False
2,37,2,2,2,1,18,False,False
2,42,2,2,2,1,18,False,False
2,49,2,2,2,1,18,False,False
2,57,2,2,2,1,18,False,False
2,65,2,2,2,1,18,False,False
2,72,2,2,2,1,18,False,False
2,79,2,2,2,1,18,False,False
2,87,2,2,2,1,18,False,False
2,100,2,2,2,1,18,False,False
2,115,2,2,2,1,18,False,False
