cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
21,100,17,21,17,2,10,False,True
21,120,17,21,17,2,10,False,True
21,135,17,21,17,2,10,False,True
21,152,17,21,17,2,10,False,True
21,168,17,21,17,2,10,False,True
21,182,17,21,17,2,10,False,True
21,193,17,21,17,2,10,False,True
21,207,17,21,17,2,10,False,True
21,224,17,21,17,2,10,False,True
21,233,17,21,17,2,10,False,True
37,252,17,37,17,2,9,True,False
37,264,17,37,17,2,9,True,False
37,277,17,37,17,2,9,True,False
37,290,17,37,17,2,9,True,False
37,301,17,37,17,2,9,True,False
37,323,17,37,17,2,9,True,False
37,333,17,37,17,2,9,True,False
37,344,17,37,17,2,9,True,False
37,365,17,37,17,2,9,True,False
