vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,0,992,36.504607,6.500736,16.265442,16.41
1,52,991,36.512337,7.100364,15.849017,13.75
2,104,991,36.516202,7.700108,14.814434,16.37
3,155,991,36.516202,8.299891,15.405592,17.58
4,207,991,36.512337,8.899635,15.045131,28.57
5,259,992,36.504607,9.499263,14.940290,26.65
6,51,949,36.994759,7.093092,15.547651,21.10
7,103,949,36.998662,7.697684,15.794870,18.35
8,156,949,36.998662,8.302315,15.589087,22.71
9,208,949,36.994759,8.906907,15.050488,24.97
10,260,950,36.986953,9.511380,13.830466,30.23
11,312,951,36.975246,10.115655,13.496332,25.46
12,364,952,36.959642,10.719655,13.121732,17.02
13,416,954,36.940143,11.323300,12.812310,18.40
14,468,956,36.916755,11.926512,13.209115,15.07
15,520,958,36.889483,12.529213,11.100429,14.04
16,572,961,36.858333,13.131326,9.811424,14.70
17,624,964,36.823313,13.732773,9.991745,15.46
18,676,967,36.784431,14.333479,9.305882,18.79
19,728,971,36.741697,14.933367,7.347890,27.73
20,780,975,36.695120,15.532361,8.587156,29.09
21,831,980,36.644711,16.130388,9.947854,45.01
22,883,984,36.590482,16.727372,9.433343,43.18
23,934,989,36.532447,17.323242,8.832870,40.68
24,51,908,37.478018,7.085702,13.467980,21.47
25,103,907,37.481960,7.695220,14.944891,24.73
26,156,907,37.481960,8.304779,15.006600,25.60
27,208,908,37.478018,8.914297,15.926078,27.04
28,261,908,37.470135,9.523694,16.038481,28.24
29,314,909,37.458313,10.132888,15.480804,27.76
30,366,911,37.442554,10.741800,15.477098,24.94
31,419,912,37.422863,11.350348,14.448878,19.71
32,471,914,37.399244,11.958453,13.253325,18.03
33,524,917,37.371703,12.566034,10.998893,12.77
34,576,919,37.340247,13.173013,10.260577,21.28
35,628,923,37.304882,13.779310,11.135877,24.54
36,681,926,37.265618,14.384847,9.595361,20.69
37,733,930,37.222464,14.989545,8.402341,34.71
38,785,934,37.175430,15.593329,8.141285,28.26
39,837,938,37.124526,16.196122,10.011563,41.68
40,889,943,37.069766,16.797847,9.932042,47.04
41,941,948,37.011162,17.398431,9.254083,44.61
42,992,953,36.948729,17.997799,9.979132,51.19
43,50,866,37.962086,7.078190,14.909526,21.27
44,103,865,37.966067,7.692716,14.716457,23.28
45,156,865,37.966067,8.307283,15.188209,25.21
46,209,866,37.962087,8.921809,15.852774,23.80
47,262,866,37.954126,9.536210,15.334969,28.17
48,315,868,37.942187,10.150404,15.174632,31.92
49,368,869,37.926273,10.764308,15.191947,31.43
50,421,871,37.906387,11.377840,15.092016,26.86
51,474,873,37.882536,11.990917,13.843864,21.51
52,527,875,37.854723,12.603458,12.800439,21.18
53,580,878,37.822957,13.215381,12.196012,26.86
54,632,881,37.787244,13.826606,8.787874,22.79
55,685,884,37.747593,14.437052,7.981661,23.41
56,738,888,37.704015,15.046639,7.340077,36.05
57,790,892,37.656518,15.655289,8.745760,29.82
58,843,897,37.605115,16.262924,10.191720,46.90
59,895,901,37.549818,16.869465,10.486191,47.98
60,947,906,37.490640,17.474836,10.140160,48.44
61,999,912,37.427595,18.078962,10.016376,55.81
62,49,824,38.446939,7.070554,16.955374,19.12
63,103,824,38.450959,7.690170,15.770943,18.88
64,156,824,38.450959,8.309829,14.784985,20.92
65,210,824,38.446939,8.929445,14.880012,24.04
66,263,825,38.438899,9.548934,15.343903,29.20
67,317,826,38.426842,10.168210,15.771176,31.38
68,370,827,38.410771,10.787189,17.957756,30.82
69,423,829,38.390689,11.405787,16.956614,30.55
70,477,831,38.366602,12.023918,15.792856,26.75
71,530,833,38.338515,12.641500,13.500853,23.95
72,583,836,38.306435,13.258449,10.591995,30.62
73,637,839,38.270370,13.874681,9.098518,40.21
74,690,843,38.230329,14.490116,10.586232,28.74
75,743,846,38.186321,15.104671,8.825152,34.87
76,796,851,38.138358,15.718265,9.099074,33.02
77,848,855,38.086450,16.330818,9.549815,47.97
78,901,860,38.030610,16.942252,10.318264,50.02
79,954,865,37.970852,17.552486,10.238351,50.06
80,1006,871,37.907190,18.161445,11.809507,57.46
81,49,782,38.932547,7.062790,15.170583,15.92
82,102,782,38.936607,7.687582,15.485919,20.50
83,156,782,38.936607,8.312417,14.546501,20.60
84,210,782,38.932547,8.937209,16.166836,23.76
85,264,783,38.924428,9.561870,16.460974,24.75
86,318,784,38.912252,10.186313,18.640398,28.15
87,372,785,38.896022,10.810452,17.107351,26.49
88,426,787,38.875741,11.434199,17.859735,30.90
89,480,789,38.851416,12.057469,15.357035,27.88
90,533,791,38.823051,12.680175,14.925027,25.32
91,587,794,38.790655,13.302232,12.539270,37.49
92,641,797,38.754234,13.923555,10.508769,44.64
93,694,801,38.713798,14.544060,10.596977,35.09
94,748,805,38.669357,15.163663,9.795996,37.26
95,801,809,38.620921,15.782282,9.711964,41.42
96,854,813,38.568503,16.399834,8.908831,50.81
97,908,818,38.512115,17.016237,10.604397,54.50
98,961,824,38.451770,17.631413,10.203927,54.15
99,1014,829,38.387484,18.245281,11.508604,58.06
100,48,740,39.418884,7.054895,14.303438,17.27
101,102,740,39.422985,7.684950,14.084039,18.54
102,157,740,39.422985,8.315049,15.504264,21.40
103,211,740,39.418884,8.945104,16.350592,19.10
104,265,741,39.410685,9.575024,16.140293,21.62
105,320,742,39.398388,10.204721,15.354687,24.20
106,374,743,39.381997,10.834106,16.330088,27.97
107,428,745,39.361516,11.463089,15.275837,25.90
108,483,747,39.336950,12.091583,14.763029,33.60
109,537,750,39.308305,12.719499,14.697442,31.28
110,591,752,39.275588,13.346749,13.435805,40.07
111,645,756,39.238808,13.973247,12.745929,43.53
112,699,759,39.197973,14.598906,11.935296,42.52
113,753,763,39.153093,15.223640,10.701887,39.88
114,807,767,39.104181,15.847365,10.067389,40.97
115,861,772,39.051246,16.469997,11.897722,47.45
116,914,777,38.994304,17.091452,10.981121,55.02
117,968,782,38.933366,17.711647,11.723954,60.92
118,1021,788,38.868450,18.330503,11.512800,60.73
119,47,698,39.905922,7.046866,14.777615,22.44
120,102,698,39.910063,7.682273,14.352709,21.51
121,157,698,39.910063,8.317726,17.280790,22.87
122,212,698,39.905922,8.953133,16.828495,22.13
123,267,699,39.897641,9.588402,13.366676,23.53
124,321,700,39.885223,10.223442,13.655332,22.34
125,376,701,39.868669,10.858161,13.705687,26.73
126,431,703,39.847985,11.492469,13.181257,33.62
127,486,705,39.823176,12.126275,14.395308,31.54
128,540,708,39.794247,12.759488,14.254070,37.58
129,595,711,39.761207,13.392019,13.777059,40.85
130,649,714,39.724063,14.023777,14.094754,49.18
131,704,717,39.682824,14.654676,12.964482,48.10
132,758,721,39.637502,15.284627,12.014150,42.93
133,812,725,39.588107,15.913542,12.784066,36.98
134,867,730,39.534651,16.541337,9.162654,50.31
135,921,735,39.477148,17.167925,9.863179,57.14
136,975,740,39.415612,17.793222,12.675208,63.42
137,1029,746,39.350057,18.417146,12.624154,63.59
138,46,656,40.393632,7.038700,16.280050,20.98
139,102,656,40.397814,7.679551,15.829736,17.10
140,157,656,40.397814,8.320448,17.254566,23.48
141,212,656,40.393632,8.961299,17.385038,24.35
142,268,657,40.385269,9.602008,13.925818,18.76
143,323,658,40.372727,10.242483,12.086167,32.94
144,378,659,40.356009,10.882628,12.846694,32.36
145,433,661,40.335120,11.522352,13.757133,35.31
146,489,663,40.310065,12.161560,12.607394,40.30
147,544,666,40.280850,12.800160,12.770980,42.18
148,599,669,40.247482,13.438060,13.713414,47.08
149,654,672,40.209970,14.075169,15.128625,53.60
150,709,675,40.168324,14.711395,14.845080,50.74
151,764,679,40.122554,15.346649,14.228964,46.57
152,818,684,40.072671,15.980841,15.773192,41.21
153,873,688,40.018688,16.613884,10.130970,62.81
154,927,693,39.960618,17.245689,11.998363,63.21
155,982,699,39.898477,17.876171,12.994907,62.62
156,46,614,40.881986,7.030393,16.847073,24.09
157,102,613,40.886209,7.676781,15.988257,21.72
158,157,613,40.886209,8.323218,18.139700,21.83
159,213,614,40.881986,8.969606,17.868235,17.13
160,269,615,40.873539,9.615850,13.901349,17.54
161,325,616,40.860873,10.261853,12.622246,36.62
162,380,617,40.843989,10.907518,11.997556,45.33
163,436,619,40.822892,11.552749,10.848867,43.31
164,492,621,40.797588,12.197453,10.919003,46.18
165,547,624,40.768083,12.841532,10.503737,48.48
166,603,627,40.734384,13.484893,13.257253,46.80
167,658,630,40.696501,14.127442,13.702591,54.33
168,714,633,40.654442,14.769086,15.223788,55.66
169,769,637,40.608219,15.409732,15.946502,45.53
170,824,642,40.557843,16.049290,10.989212,43.88
171,879,646,40.503328,16.687668,11.969957,59.28
172,934,652,40.444685,17.324777,13.686258,63.52
173,989,657,40.381932,17.960528,13.779528,62.10
174,45,572,41.370953,7.021940,16.082663,20.53
175,101,571,41.375219,7.673963,16.760391,22.06
176,158,571,41.375219,8.326036,17.945692,20.73
177,214,572,41.370953,8.978059,18.358995,19.19
178,270,572,41.362423,9.629933,15.794443,30.35
179,326,573,41.349630,10.281560,12.545807,43.76
180,383,575,41.332578,10.932840,13.008665,46.11
181,439,577,41.311272,11.583676,11.820087,45.70
182,495,579,41.285716,12.233969,9.729453,45.58
183,551,582,41.255918,12.883622,10.257953,48.19
184,607,584,41.221885,13.532538,13.260495,48.84
185,663,588,41.183626,14.180621,14.122346,51.83
186,719,591,41.141150,14.827775,17.581324,46.19
187,775,595,41.094469,15.473905,14.256378,49.60
188,830,600,41.043595,16.118918,9.504741,48.41
189,886,605,40.988540,16.762721,10.379436,53.90
190,941,610,40.929319,17.405222,11.430080,59.13
191,997,615,40.865946,18.046331,13.357622,59.63
192,44,529,41.860505,7.013339,15.732618,21.30
193,101,529,41.864814,7.671096,16.472378,22.03
194,158,529,41.864814,8.328903,17.562737,25.60
195,215,529,41.860505,8.986660,19.037565,23.77
196,271,530,41.851890,9.644264,15.120421,24.91
197,328,531,41.838970,10.301613,12.878588,44.77
198,385,533,41.821748,10.958608,11.934640,44.74
199,441,535,41.800229,11.615145,12.697448,48.37
200,498,537,41.774419,12.271126,12.850913,46.46
201,555,539,41.744325,12.926450,11.471628,43.38
202,611,542,41.709953,13.581017,14.416934,55.34
203,668,546,41.671314,14.234729,17.400438,50.65
204,724,549,41.628417,14.887487,16.692839,46.63
205,780,553,41.581273,15.539195,13.316239,49.92
206,836,558,41.529895,16.189756,10.160176,60.77
