vector_id,pixel_x,pixel_y,latitude,longitude,magnitude,alpha_deg
0,230,2034,44.957733,11.343595,20.289446,-79.26
1,695,2050,44.933424,12.038940,23.918560,-78.80
2,1159,2069,44.904544,12.733587,27.766529,-80.42
3,1623,2092,44.871102,13.427417,32.021339,-81.99
4,2087,2117,44.833106,14.120313,35.702156,-82.33
5,2550,2146,44.790567,14.812158,40.825584,-81.45
6,251,1705,45.450165,11.375006,20.577936,-76.49
7,720,1721,45.425611,12.076860,23.347963,-80.10
8,1189,1740,45.396441,12.777996,27.773052,-79.49
9,1657,1763,45.362662,13.478293,32.955376,-80.09
10,2125,1789,45.324284,14.177628,35.677883,-82.63
11,2592,1817,45.281318,14.875883,40.415333,-82.60
12,272,1375,45.942910,11.407013,18.968506,-74.80
13,746,1392,45.918109,12.115498,23.540024,-77.16
14,1219,1411,45.888644,12.823245,28.090994,-76.64
15,1692,1434,45.854524,13.530129,31.955709,-81.30
16,2164,1460,45.815759,14.236024,35.962685,-83.74
17,2636,1489,45.772360,14.940807,39.197964,-83.06
18,294,1045,46.435935,11.439632,18.744413,-68.21
19,772,1062,46.410882,12.154875,23.053806,-73.46
20,1250,1082,46.381119,12.869359,27.140596,-76.41
21,1727,1105,46.346655,13.582954,31.230415,-80.58
22,2204,1131,46.307498,14.295531,35.516808,-85.03
23,316,715,46.929205,11.472881,19.337233,-63.99
24,799,732,46.903898,12.195012,21.494717,-72.03
25,1282,752,46.873833,12.916361,26.348045,-75.68
26,1763,776,46.839020,13.636795,29.438791,-85.55
27,2245,802,46.799467,14.356183,34.590122,-87.49
28,339,385,47.422685,11.506779,17.877932,-60.31
29,827,402,47.397121,12.235931,20.433662,-72.58
30,1314,423,47.366751,12.964278,23.705727,-77.25
31,1800,446,47.331584,13.691683,27.590349,-82.91
32,2286,473,47.291630,14.418012,33.249569,-84.97
33,362,55,47.916342,11.541345,15.703144,-55.26
34,854,72,47.890517,12.277655,19.038448,-72.51
35,1346,93,47.859838,13.013137,22.362747,-75.36
36,1838,117,47.824313,13.747649,26.038651,-79.51
37,2328,144,47.783953,14.481052,30.820282,-80.76
