cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
17,53,17,17,17,1,12,False,False
17,64,17,17,17,1,12,False,False
17,87,17,17,17,1,12,False,False
17,120,17,17,17,1,12,False,False
17,129,17,17,17,1,12,False,False
17,138,17,17,17,1,12,False,False
17,144,17,17,17,1,12,False,False
17,152,17,17,17,1,12,False,False
17,162,17,17,17,1,12,False,False
17,173,17,17,17,1,12,False,False
17,182,17,17,17,1,12,False,False
17,192,17,17,17,1,12,False,False
