cell,feature,cell_parent_track_id,feature_parent_cell_id,feature_parent_track_id,track_child_cell_count,cell_child_feature_count,cell_starts_with_split,cell_ends_with_merge
23,151,21,23,21,2,12,False,True
23,164,21,23,21,2,12,False,True
23,169,21,23,21,2,12,False,True
23,182,21,23,21,2,12,False,True
23,192,21,23,21,2,12,False,True
23,203,21,23,21,2,12,False,True
23,213,21,23,21,2,12,False,True
23,222,21,23,21,2,12,False,True
23,232,21,23,21,2,12,False,True
23,235,21,23,21,2,12,False,True
23,241,21,23,21,2,12,False,True
23,249,21,23,21,2,12,False,True
35,229,21,35,21,2,2,True,False
35,251,21,35,21,2,2,True,False
